category,id,name,likes,talking_about_count,were_here_count,location-street,location-city,location-country,location-zip,location-lat-lng,link,phone,website,description,members,mission,general_info,products,hours,category_list,cover,emails,founded
Hotel,350396388458989,"Hotel centre inn lake",573,4,34,kaski,Pokhara,Nepal,,"28.2639,83.9722",https://www.facebook.com/hotelcentreinnlake,061464542,http://www.hotelcentreinnlake.com,"""""","""""","""""","""""","""""","""""",Hotel/Restaurant,object,"""""",""""""
Restaurant/cafe,422066457952769,"The Irish Pub Pokhara",678,96,281,"Pokhara ",Pokhara,Nepal,+977,"28.2639,83.9722",https://www.facebook.com/irishpubpokhara,06467150,"""""","""""","""""","""""","""""","""""","""""",Pub/Cafe,object,"""""",""""""
Restaurant/cafe,117211031816260,"Station The Food Club & Sausage Park",2487,36,0,"panthi galli / gairapatan",Pokhara,Nepal,00977,"28.223251814578,83.98877202487",https://www.facebook.com/StationTheFoodClubSausagePark,061533290,"""""","""""","""""","""""","""""","""""","""""","Food &amp; Restaurant","""""","""""",""""""
"Non-profit organization",715774801839842,"Family Planning Association of Nepal, Kaski Branch, Pokhara",1106,57,40,,Pokhara,Nepal,,"28.2639,83.9722",https://www.facebook.com/pages/Family-Planning-Association-of-Nepal-Kaski-Branch-Pokhara/715774801839842,+977-061520436,http://www.fpan0/kasai,"""""","""""","""""","""""","""""","""""","Non-Profit Organization",object,"""""",""""""
"Bank/financial institution",787424247955536,"BANK & FINANCIAL AWARENESS",768,11,3,Pokhara,Pokhara,Nepal,,"28.2639,83.9722",https://www.facebook.com/pages/BANK-FINANCIAL-AWARENESS/787424247955536,9856023335,http://www.bankingsolution.com,"""""","""""","Providing healthy financial and its related services (Lending, Deposit and other financial and related services).
","""""","""""","""""","Bank/Financial Institution","""""","""""",""""""
Library,1569958129888680,"Nαβυ : ღ Nabin Malla ღ",1212,17,49,"Lekhnath14, ",Pokhara,Nepal,Satmuhane,"28.2639,83.9722",https://www.facebook.com/chocolaty.nabu,"""""",http://m.facebook.com/chocolaty.nabu,"""""","""""","""""","""""","""""","""""",Library,object,"""""",""""""
"Non-profit organization",841480892559868,"पोखरा सार्वजनिक पुस्तकालय",880,4,10,"Mahendrapul, Pokhara -09, Kaski",Pokhara,Nepal,00377,"28.2639,83.9722",https://www.facebook.com/ppl.pokhara,061-532511,"""""","""""","""""","""""","""""","""""","""""","Non-Profit Organization",object,"""""",""""""
Farming/agriculture,241894715939969,CowLand,3982,3,0,,Pokhara,Nepal,00977,"28.264315785992,83.969710910034",https://www.facebook.com/httpcowlandagriculture.farm,"""""",<<not-applicable>>,"CowLand is open soon (In Nepal) Come together with us. 
खाडिमा गरेको दुख भन्दा ५०% कम गरे पनी आफ्नै देसमा बसेर त्यतिनै आम्दानी गर्न सकिने आधुनिक कृषी खेति गर्न  बिदेसिएका नेपाली दाजुभाई हरुको लागि प्रेरणा होस् भन्ने उदेस्यका साथै बिदेसबाट फर्केर आधुनिक कृषी खेति अंगालेका र बिदेस आउने भिसा रद्ध गरेर कृषिमा लागेका सफल कृसकहरुको ताजा समाचारहरु हरुको लागि CowLanD   ","""""","""Today is the Day for Your Breakthrough 
Today is the Day for Youth to be Agricultural Revolution.""
CowLand is a agriculture farm. Come together to grow up our Mother Land with Developed Agriculture. 
खाडिमा गरेको दुख भन्दा ५०% कम गरे पनी आफ्नै देसमा बसेर त्यतिनै आम्दानी गर्न सकिने आधुनिक कृषी खेति गर्न  बिदेसिएका नेपाली दाजुभाई हरुको लागि प्रेरणा होस् भन्ने उदेस्यका साथै बिदेसबाट फर्केर आधुनिक कृषी खेति अंगालेका र बिदेस आउने भिसा रद्ध गरेर कृषिमा लागेका सफल कृसकहरुको ताजा समाचारहरु हरुको लागि CowLanD   

आधुनिक कृषिको विकास गरि कृषिको सम्पूर्ण छेत्रमा आत्मनिर्भर बन्नको लागि अभिप्रेरित गर्ने !!","""""","""""","""""","Agricultural Service",object,"""""","पोखरेल युबराज "
"Local business",1525386441028841,"Mukti Energy",2061,1,7,"Sitabhawan, Mahendrapool",Pokhara,Nepal,+977,"28.2639,83.9722",https://www.facebook.com/muktienergy,61531422,http://www.muktienergy.com,"""""","""""","""""","""""","""""",object,"Solar Energy Service",object,"""""",""""""
"Bank/financial institution",327087737397830,"Shangri-la Development Bank Ltd.",1209,60,75,,Pokhara,Nepal,,"28.26394724849,83.972993933868",https://www.facebook.com/shangrilabank,(+00977)-(61)-523715/16/17,www.shangrilabank.com,"""""","""""","To provide the best Financial Services","""""","""""","""""",Bank,object,"""""",""""""
Education,189791657717865,"King's Institute Pvt.Ltd.",9042,12,10,,Kaski,Nepal,33700,"28.2280504704,83.9908701181",https://www.facebook.com/Kingsinst,"+977 61 528896, 540404",www.kingsinstitute.edu.np,"""""","""""","Further Education, Future Career.","""""","""""",object,Education,object,"""""",2004
Health/medical/pharmaceuticals,608539102526945,"United Reference Laboratory Pvt.Ltd.",15016,9,3,"Giri Complex, New Road",Pokhara,Nepal,33700,"28.2639,83.9722",https://www.facebook.com/urlnepal,"061520503, 061540503",http://www.url.com.np,"United Reference Laboratory Pvt. Ltd. (URL) diagnostics in Pokhara, Nepal dedicated to healthcare excellence and patient care.

We offer expertise across a wide range of specialties. Our health care professionals have to meet rigorous and International quality standards innovative technology Cobas e411 (ECLIA) form world leader ROCHE diagnostics.

It is fully automated, random access system for immunoassay analysis in order to practice here at URL and our high patient satisfaction levels are testament to our quality of care.

URL offers an all inclusive collection of diagnostic from Cobas e411 (ECLIA), gives a report for two times morning/evening per day facilities including an extensive range of specialties in pathology services.","""""","""""","""""","""""","""""","Medical Lab",object,"""""","Chairman- Mr. Chet Bahadur Gurung
Managing Director- Mr. Thakur Prasad Panta
Director- Mr. Darpan Silwal
Director- Mr. Baba Deuja
Director- Mr. Dinesh Babu Khadka
Director- Mr. Basudev Koirala
Advisor- Mr. Sushil Thapa"
"Local business",316917608394892,"D'village Restaurant",268,39,2248,,Pokhara,Nepal,,"28.22476730696,83.989047613278",https://www.facebook.com/pages/Dvillage-Restaurant/316917608394892,061521742,"""""","Best Newari food in the City","""""","""""","""""","""""","""""",Restaurant,"""""","""""",""""""
"Local business",119338784745520,"Hearts & Tears Motorcycle Club",2487,172,51,"Baidam, Lakeside",Pokhara,Nepal,6,"28.2639,83.9722",https://www.facebook.com/heartsandtears,"+977-984 602 0293",www.heartsandtears.com,"""""","""""","""""","""""","""""",object,"Tour Company",object,"""""",""""""
Hotel,458273417644377,"Hotel Da Yatra",514,2,37,"Pahari Marg, Lake Side-6",Pokhara,Nepal,33700,"28.2639,83.9722",https://www.facebook.com/hoteldayatra,"061 462462  ",http://www.hoteldayatra.com,"Making the essence of every stay a memorable one, excellence is the heartbeat of Hotel Da Yatra Courtyard. We are ideally located in the main downtown of Lakeside near the market and major attractions of Pokhara valley. 
Classically inspired yet fresh and high-tech, our accommodations are among the city's most spacious, averaging 300 square feet. Of the 45 guest rooms, including 2 Family rooms(super deluxe) and a Luxury suite, all open to a balcony with views of the best of Pokhara--rolling hills, Fewa lake and Annapurna range.
Reflecting the paradise setting of Pokhara, Hotel Da Yatra Courtyard is tailored, welcoming and eclectic. Around the clock, guests can count on responsive service to ensure their stay is comfortable, complete and always unforgettable.","""""","""""","In room Safe deposit box,  Hair dryer, magnifying mirror, phone in bathroom, sound-proof rooms, Shoe shine machine, universal sockets , power sockets stays on in order to facilitates devices charging needs,Open glass lift , Emergency Fire escape staircase, roof top terrace, 24 hour front desk, travel desk, Free Wi fi in room and in public areas, restauranrs, outdoor bar, water-fountains, Swimming pool* and health club*, spa, free parking, free pick up from airport, shuttle bus and car for hire, 24 hours security, baby cot available , iron upon request
*coming soon","""""","""""",Hotel,object,"""""",""""""
Company,506370236088022,"Zero61 Entertainment Pvt. Ltd.",3667,62,0,"Pokhara, Nepal",,"28.2639,83.9722",https://www.facebook.com/pages/Zero61-Entertainment-Pvt-Ltd/506370236088022,"""""","""""","""""","""""","ZERO61 aspires to treat the fun loving youths of Pokhara with highly energetic and innovative events. The company envisages taking event management to a whole new level in Pokhara by attracting the largest number of crowds and providing its clients with extra mileage in terms of visibility of their brands. ","""""","""""","""""",Company,object,"""""",""""""
Shopping/retail,577055709064965,"Annapurna Gold & Silver Jewellers",3224,47,0,"srijana chowk ",Pokhara,Nepal,977,"28.2639,83.9722",https://www.facebook.com/pages/Annapurna-Gold-Silver-Jewellers/577055709064965,061536664,"""""","""""","""""","""""","""""","""""","""""",Shopping/Retail,"""""","""""",""""""
Restaurant/cafe,805594846186796,"Palace home restaurant",270,2,0,"Shivalaye marga lane 1 pokhara ,Nepal ",Pokhara,Nepal,+977,"28.2639,83.9722",https://www.facebook.com/pages/Palace-home-restaurant/805594846186796,"61- 528146","""""","""""","""""","""""","""""","""""","""""",Restaurant/Cafe,"""""","""""",""""""
Education,330436827164713,"Fulbari Montessori Cottage Pre-School",200,0,1,Nadipur,Pokhara,Nepal,,"28.2639,83.9722",https://www.facebook.com/pages/Fulbari-Montessori-Cottage-Pre-School/330436827164713,061-531175,http://www.fulbarimontessori.com,"""""","""""","""""","""""","""""","""""",Education,object,"""""","Aruna Sherchan"
"Local business",362017850484834,"Shree Krishna Cinema Hall Pokhara",190,63,4394,,Pokhara,Nepal,,"28.228712569817,83.989801038022",https://www.facebook.com/pages/Shree-Krishna-Cinema-Hall-Pokhara/362017850484834,"""""","""""","""""","""""","""""","""""","""""","""""","Movie Theatre","""""","""""",""""""
Shopping/retail,627653377344420,"Pokhara Outlet E-Shopping",411,16,1,"New Road",Pokhara,Nepal,+977,"28.2639,83.9722",https://www.facebook.com/pages/Pokhara-Outlet-E-Shopping/627653377344420,9806709561,"""""","ITEMS FEATURED ARE AUTHENTIC, ORIGINAL, NEW AND NEVER USED. IF THEY DON'T MEET OUR QUALITY AND TECHNICAL BENCHMARKS, THEY WOULD NOT BE FEATURED IN OUR STORE.

FOR MAKING ORDERS PLEASE INBOX THESE DETAILS AND WE WILL CONTACT YOU ASAP

<YOUR NAME>
<YOUR PHONE NUMBER>
<YOUR ADDRESS>
<EMAIL ADDRESS>
<MODEL NUMBER>
<DISCOUNT CODE(If you have any)>
<APPROPRIATE DELIVERY TIME>

IF YOU PLACE ORDER BEFORE 5 PM WE WILL TRY OUR BEST TO DELIVER THE FOLLOWING DAY.

WE FOCUS ON EXCELLENT CUSTOMER SERVICE AND PRODUCT QUALITY. 
AND OF COURSE WE DONT CHARGE FOR DELIVERY INSIDE POKHARA VALLEY FOR ORDERS ABOVE RS 600.


IF YOU ARE UNHAPPY WITH YOUR ORDER, YOU CAN ALWAYS CANCEL YOUR ORDER ANYTIME BEFORE DELIVERY OR AT THE TIME OF DELIVERY.

*RETURN POLICY: YOU COULD RETURN OR EXCHANGE THE GOODS 
BOUGHT FROM US WITHIN 3 DAYS OF THE PURCHASE. WE COULD EXCHANGE IT FOR SOME OTHER ITEMS WORTH THE SAME VALUE. ELSE IF YOU WANT YOUR CASH BACK, WE WOULD DO THE FULL REFUND UNLESS IT HAS BEEN DELIVERED TO YOUR PLACE, IN WHICH CASE WE CHARGE RS 100 FOR DELIVERING ITEMS TO YOU AND ALSO COLLECTING FROM IT IN CASE OF CASE RETURNS AND UNLESS IT HAS BEEN USED.

HAPPY SHOPPING !!!!","""""","""""","""""","""""","""""","Business Center/Business Supply Service",object,"""""",""""""
Shopping/retail,263928533815089,"Status. Just Trying to Change the World",575,8,25,Pokhara,Pokhra,Nepal,00977,"28.2333,83.9833",https://www.facebook.com/pages/Status-Just-Trying-to-Change-the-World/263928533815089,061532425,"""""","""""","""""","""""","""""","""""","""""","Clothing Store",object,"""""",""""""
Education,342250310175,"Om's Abroad consult (OAC)",1864,14,50,"Mahendra pul",Pokhara,Nepal,33702,"28.2639,83.9722",https://www.facebook.com/oacnp,"061-526554, 521538",www.oac.com.np,"We are the best institute for Language class having French, German and English language classes. We also have experts to teach Basic and advance computer course, Web Page Designing course, Graphic Design Course and Most essential Personality Development course. We will give you a clear vision, catch your hand and guide to right path towards to your bright future. If you haven't visited OAC yet, do so today. It costs nothing but costs a lot for your future.
","""""","service to the student who wants to study abroad. Not only this we also provide Language Classes, Computer Classes.","""""","""""","""""","Educational Service/Web Design/Computer Training",object,"""""",OAC
